id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan
68752,کلاته حسنی,0,,11,323,504,348
68753,کلاته حسین,0,,10,97,771,294
68754,کلاته حسین /کلاته حسین اباد,0,,11,67,652,2036
68755,کلاته حسین آباد,0,,15,172,47,596
68756,کلاته حسین آباد,0,,15,351,59,256
68757,کلاته حسین اباد,0,,11,114,164,2392
68758,کلاته حسین اباد,0,,11,419,647,1004
68759,کلاته حسین خان,0,,11,132,415,1282
68760,کلاته حسین علی,0,,11,306,972,1771
68761,کلاته حسین علی,0,,10,232,14,69
68762,کلاته حسین علی/ کلاته صفرعلی /,0,,10,234,773,2361
68763,کلاته حسین گل محمد,0,,11,63,971,319
68764,کلاته حسین محمد/کلاته جهانگیر/,0,,10,416,775,2492
68765,کلاته حسین محمدقاسم /کلاته رستم /,0,,10,416,775,2424
68766,کلاته حسین مظلومیان,0,,15,172,47,1874
68767,کلاته حسینی,0,,11,114,73,317
68768,کلاته حسینی,0,,15,397,949,1746
68769,کلاته حضرت,0,,11,111,638,470
68770,کلاته حمام,0,,10,74,995,1697
68771,کلاته حمید/کلاته خان /,0,,11,275,172,663
68772,کلاته حمیدی ( نصرت اباد سفلی ),0,,10,293,33,287
68773,کلاته حوض,0,,11,323,504,348
68774,کلاته حوض,0,,11,169,977,1647
68775,کلاته حیدر,0,,15,392,392,705
68776,کلاته حیدر,0,,10,74,24,1211
68777,کلاته حیدرک,0,,11,323,504,568
68778,کلاته خاتون,0,,11,99,411,1652
68779,کلاته خار,0,,10,293,33,353
68780,کلاته خار,0,,10,293,33,353
68781,کلاته خالد,0,,15,246,706,867
68782,کلاته خالدار,0,,10,97,771,294
68783,کلاته خان,0,,11,216,348,1445
68784,کلاته خان,0,,15,260,707,1132
68785,کلاته خان,0,,10,234,1009,2493
68786,کلاته خان,0,,10,416,775,2492
68787,کلاته خان,0,,10,293,33,353
68788,کلاته خان /عزت اباد,0,,11,67,48,1621
68789,کلاته خان محمد,0,,12,30,765,2427
68790,کلاته خان نایب,0,,11,383,17,544
68791,کلاته خان/ اکبریه /,0,,10,308,774,1777
68792,کلاته خانو,0,,11,144,525,455
68793,کلاته خدابخش/ حسین اباد علی محمد,0,,10,168,168,332
68794,کلاته خداداد,0,,10,416,388,1574
68795,کلاته خداوردی,0,,11,127,973,640
68796,کلاته خرازی,0,,11,132,415,1282
68797,کلاته خرکش,0,,11,323,504,348
68798,کلاته خزایی,0,,10,232,14,69
68799,کلاته خسروی,0,,11,169,977,1440
68800,کلاته خشک,0,,11,228,277,2032
68801,کلاته خل لای,0,,11,383,17,544
68802,کلاته خلیل,0,,10,232,14,69
68803,کلاته خلیل اباد/ خلیل اباد,0,,11,174,552,1302
68804,کلاته خواجه علی,0,,11,228,642,1829
68805,کلاته خوانا,0,,11,228,383,464
68806,کلاته خوش,0,,11,298,651,1749
68807,کلاته خوش,0,,12,30,765,993
68808,کلاته خوش اندر,0,,11,173,884,1900
68809,کلاته خوشمنزل,0,,11,63,971,634
68810,کلاته خونی,0,,11,228,383,464
68811,کلاته خونی,0,,11,298,651,296
68812,کلاته خونی,0,,11,56,976,2256
68813,کلاته خیر /کلاته خید/,0,,11,419,647,1004
68814,کلاته داروغه,0,,10,97,771,174
68815,کلاته داغلی,0,,11,318,63,1106
68816,کلاته داود,0,,10,234,1009,2352
68817,کلاته داود,0,,15,172,47,596
68818,کلاته دربند,0,,11,419,300,1267
68819,کلاته درخت بید,0,,11,99,411,1652
68820,کلاته درخت جوزبالا,0,,11,383,17,544
68821,کلاته درخت جوزپایین,0,,11,383,17,544
68822,کلاته دررز,0,,11,323,504,342
68823,کلاته درسیب,0,,11,323,504,342
68824,کلاته درویش,0,,15,260,707,1653
68825,کلاته درویش,0,,10,97,771,294
68826,کلاته دلاکان,0,,10,97,771,294
68827,کلاته دلاکان,0,,10,308,325,1361
68828,کلاته دلاور,0,,11,63,971,319
68829,کلاته دلبر,0,,15,260,109,444
68830,کلاته دلیری,0,,15,397,949,1746
68831,کلاته دندسفلی,0,,12,288,222,600
68832,کلاته دوچاه,0,,15,260,109,444
68833,کلاته دوژه,0,,15,260,109,444
68834,کلاته دولت,0,,11,228,642,1830
68835,کلاته ده دوست,0,,11,383,17,544
68836,کلاته دهانه نمکی,0,,11,67,391,649
68837,کلاته دهن دوتگی /کلاته حمزه,0,,10,234,246,2203
68838,کلاته دهنو,0,,11,275,172,663
68839,کلاته دهنه,0,,10,74,995,1936
68840,کلاته دی بندی,0,,11,216,974,1263
68841,کلاته ذوالفقار,0,,11,323,644,307
68842,کلاته ذوالفقاری,0,,10,280,248,2033
68843,کلاته رییسی /کلاته رییس /,0,,10,416,775,2424
68844,کلاته رباعی,0,,15,172,47,1872
68845,کلاته رجایی,0,,11,228,277,2032
68846,کلاته رجب,0,,10,234,773,1714
68847,کلاته رجبعلی,0,,11,323,504,348
68848,کلاته رحمان,0,,11,114,469,1212
68849,کلاته رحمان,0,,11,298,453,1858
68850,کلاته رحیم,0,,11,158,385,2061
68851,کلاته رزاق زاده,0,,16,217,661,732
68852,کلاته رستم,0,,11,323,504,348
68853,کلاته رستم پور/ کلاته استاداصغر/,0,,11,323,644,472
68854,کلاته رضا,0,,11,318,643,1097
68855,کلاته رضا,0,,11,323,504,348
68856,کلاته رضا,0,,12,371,349,61
68857,کلاته رضا /کلاته بچه ها/,0,,12,30,765,1277
68858,کلاته رضایی,0,,11,323,504,348
68859,کلاته رضاییه,0,,11,419,1019,1709
68860,کلاته رضاییه,0,,11,127,1061,2388
68861,کلاته رضاخان /کلاته یوسف /,0,,11,318,643,1097
68862,کلاته رضازاده,0,,12,194,955,1158
68863,کلاته رضاقلی,0,,11,323,504,342
68864,کلاته رضاقلی,0,,15,260,109,959
68865,کلاته رضاقلی,0,,10,280,248,2033
68866,کلاته رضاییان,0,,10,232,14,69
68867,کلاته رمضان,0,,10,280,266,2062
68868,کلاته رمضان حمامی,0,,11,228,383,464
68869,کلاته رمضانعلی,0,,11,173,884,1900
68870,کلاته رمضانی,0,,11,357,458,1879
68871,کلاته رندربالا,0,,11,383,17,544
68872,کلاته رندرپایین,0,,11,383,17,544
68873,کلاته روحانی,0,,11,228,383,464
68874,کلاته روحانی,0,,11,323,644,472
68875,کلاته رهبر,0,,11,357,458,1879
68876,کلاته ری,0,,15,260,109,959
68877,کلاته ریزاب,0,,11,419,1019,1709
68878,کلاته زراوه,0,,15,172,47,596
68879,کلاته زرخت,0,,15,260,109,959
68880,کلاته زرد,0,,10,74,995,1697
68881,کلاته زرگر,0,,10,232,14,69
68882,کلاته زلیخا,0,,11,323,504,568
68883,کلاته زمان,0,,11,318,643,1097
68884,کلاته زمان,0,,12,274,455,1869
68885,کلاته زمان اباد,0,,11,306,972,554
68886,کلاته زمان صوفی,0,,12,371,349,61
68887,کلاته زنبوری,0,,10,280,266,2062
68888,کلاته زنگنه,0,,11,216,974,1263
68889,کلاته زنگی کر,0,,11,323,504,348
68890,کلاته زیراوند,0,,11,357,458,1879
68891,کلاته زیرچشمه محب,0,,11,63,971,319
68892,کلاته زیرفرخ نو,0,,11,323,504,348
68893,کلاته زیرک,0,,11,323,504,348
68894,کلاته زیرک,0,,11,63,971,634
68895,کلاته زینل,0,,11,306,410,1641
68896,کلاته زیود,0,,11,63,971,319
68897,کلاته سادات,0,,11,228,383,464
68898,کلاته سادات,0,,12,30,765,1215
68899,کلاته سادات بالا,0,,11,173,67,2369
68900,کلاته سادات بالا,0,,15,397,949,1746
68901,کلاته سادات پایین,0,,15,397,949,1746
68902,کلاته سادو,0,,11,144,648,1157
68903,کلاته ساقی /کلاته اقبال,0,,11,419,300,102
68904,کلاته سالار,0,,11,228,642,1829
68905,کلاته سالاری,0,,11,323,644,472
68906,کلاته سبربی,0,,11,127,973,640
68907,کلاته سبز,0,,11,298,651,1749
68908,کلاته سبز,0,,11,216,974,1263
68909,کلاته ستاراباد,0,,11,228,383,1183
68910,کلاته ستکی,0,,11,323,504,348
68911,کلاته ستکی بالا,0,,11,323,504,348
68912,کلاته ستکی پایین,0,,11,323,504,348
68913,کلاته سراب,0,,12,30,72,311
68914,کلاته سراجه سفلی,0,,11,306,410,1640
68915,کلاته سراجه علیا,0,,11,306,410,1640
68916,کلاته سرافراز,0,,11,173,67,2369
68917,کلاته سراگاه,0,,10,175,772,2399
68918,کلاته سرپشتو/کلاته سرشتو/,0,,10,280,266,1150
68919,کلاته سرخ,0,,11,216,974,1263
68920,کلاته سرخ,0,,10,416,775,2424
68921,کلاته سرداب,0,,10,74,995,1697
68922,کلاته سرداری,0,,12,30,765,1277
68923,کلاته سرزو,0,,11,63,971,634
68924,کلاته سرکوه,0,,11,419,300,1267
68925,کلاته سرگدار,0,,10,168,168,654
68926,کلاته سرگدارسنگ اتش,0,,11,114,73,317
68927,کلاته سرمرغ,0,,11,323,504,348
68928,کلاته سرمسجد,0,,11,323,504,348
68929,کلاته سرمیلو,0,,11,173,884,1900
68930,کلاته سرو,0,,11,419,300,1267
68931,کلاته سرور,0,,10,416,388,1676
68932,کلاته سرهنگ,0,,11,216,974,1263
68933,کلاته سرهنگ/کلاته گورکو,0,,10,234,773,2361
68934,کلاته سری,0,,10,308,1051,1926
68935,کلاته سعدو,0,,11,205,653,40
68936,کلاته سعدی,0,,11,228,277,960
68937,کلاته سعید,0,,11,216,974,1263
68938,کلاته سعید,0,,10,308,774,1777
68939,کلاته سفید,0,,11,113,640,2387
68940,کلاته سفید,0,,11,228,642,1179
68941,کلاته سلطان حسن,0,,15,172,47,1872
68942,کلاته سلطانی,0,,11,419,300,1267
68943,کلاته سلیمان/  کلات سلیمان /,0,,10,234,1009,2493
68944,کلاته سلیمانی,0,,11,144,648,756
68945,کلاته سلیمانی /کلات سلیمانی /کلاته سلما,0,,10,175,772,1016
68946,کلاته سمبا,0,,11,298,651,296
68947,کلاته سمعلی,0,,11,228,277,960
68948,کلاته سنجد,0,,11,228,642,1179
68949,کلاته سنجد,0,,11,323,504,348
68950,کلاته سنجد,0,,15,260,109,959
68951,کلاته سنجر,0,,12,30,765,29
68952,کلاته سنگاب,0,,15,397,949,1746
68953,کلاته سنگی,0,,11,323,644,472
68954,کلاته سوسناری بالا,0,,11,63,971,319
68955,کلاته سوکدک,0,,11,323,504,348
68956,کلاته سهراب,0,,16,421,398,1430
68957,کلاته سهراب,0,,12,64,521,2114
68958,کلاته سیاهدشت,0,,12,288,769,1528
68959,کلاته سیب,0,,11,228,277,960
68960,کلاته سیخها/کلاته سینو,0,,11,419,300,1267
68961,کلاته سید,0,,15,260,109,444
68962,کلاته سید,0,,11,228,642,1829
68963,کلاته سید,0,,11,205,653,1203
68964,کلاته سید,0,,15,260,84,1960
68965,کلاته سید آقا,0,,15,246,706,867
68966,کلاته سیدا,0,,11,383,274,10
68967,کلاته سیداباد,0,,11,63,971,319
68968,کلاته سیداباد,0,,15,397,949,2383
68969,کلاته سیداحمد,0,,11,383,17,544
68970,کلاته سیدامیر,0,,10,232,14,69
68971,کلاته سیدعلی,0,,11,357,458,1317
68972,کلاته سیدعلی,0,,11,383,646,1663
68973,کلاته سیدعلی,0,,11,236,570,514
68974,کلاته سیدعلی,0,,10,416,775,2492
68975,کلاته سیدها,0,,11,63,971,319
68976,کلاته سیف الله,0,,10,280,248,2033
68977,کلاته سینه بند,0,,15,172,47,1872
68978,کلاته شادمرادی,0,,11,323,504,348
68979,کلاته شادمرادی,0,,11,323,504,348
68980,کلاته شادی,0,,11,228,383,1183
68981,کلاته شادی,0,,11,158,655,1195
68982,کلاته شازده,0,,11,323,504,348
68983,کلاته شام باباکه,0,,12,194,955,1158
68984,کلاته شاه حسن,0,,11,158,655,848
68985,کلاته شاه محمد,0,,15,392,709,1008
68986,کلاته شاه میر,0,,12,288,769,1716
68987,کلاته شاه واز,0,,12,64,766,57
68988,کلاته شاه ولی,0,,10,232,14,69
68989,کلاته شاهنشاهی,0,,11,323,504,568
68990,کلاته شب,0,,10,234,246,2203
68991,کلاته شترکش,0,,10,234,773,2361
68992,کلاته شجاعی,0,,11,67,652,2036
68993,کلاته شرف,0,,11,144,648,1157
68994,کلاته شرفخان,0,,12,30,765,1277
68995,کلاته شریفی,0,,12,274,768,873
68996,کلاته شفایی,0,,11,63,971,319
68997,کلاته شفیعی,0,,11,114,73,317
68998,کلاته شقان,0,,12,125,167,1575
68999,کلاته شکر,0,,11,144,525,455
69000,کلاته شکویان,0,,11,114,639,471
69001,کلاته شمس,0,,11,357,458,1879
69002,کلاته شمشیرکش,0,,11,357,458,1879
69003,کلاته شنستر,0,,11,173,884,1900
69004,کلاته شو,0,,11,114,639,471
69005,کلاته شور,0,,11,113,100,2548
69006,کلاته شور,0,,11,323,644,307
69007,کلاته شور,0,,11,383,17,544
69008,کلاته شور,0,,11,419,647,1004
69009,کلاته شور,0,,11,158,655,1195
69010,کلاته شور,0,,15,172,47,1872
69011,کلاته شور,0,,15,260,109,444
69012,کلاته شور,0,,12,30,765,1277
69013,کلاته شور,0,,12,125,166,1005
69014,کلاته شور,0,,10,97,771,294
69015,کلاته شور,0,,10,416,775,2424
69016,کلاته شور,0,,10,232,14,69
69017,کلاته شوراب,0,,11,419,647,1754
69018,کلاته شوراب,0,,15,397,949,2383
69019,کلاته شوراب,0,,10,97,771,294
69020,کلاته شورک,0,,10,97,771,294
69021,کلاته شوری,0,,11,306,972,554
69022,کلاته شوکتی,0,,11,158,655,848
69023,کلاته شهاب,0,,11,357,458,1317
69024,کلاته شهید پورمند,0,,12,194,157,824
69025,کلاته شهیداذرسا/سنجراباد/,0,,12,64,766,325
69026,کلاته شهیدان  /کلاته قادری /,0,,11,132,415,827
69027,کلاته شیخ,0,,11,228,642,1829
69028,کلاته شیخ,0,,10,168,956,961
69029,کلاته شیخ,0,,11,323,504,348
69030,کلاته شیخ,0,,11,419,647,2248
69031,کلاته شیخ,0,,15,260,109,444
69032,کلاته شیخ,0,,10,234,1009,2493
69033,کلاته شیخ آباد,0,,15,260,109,959
69034,کلاته شیخ سفلی,0,,10,308,1051,2502
69035,کلاته شیخ علی,0,,11,67,652,1998
69036,کلاته شیخ علیا,0,,10,308,1051,2502
69037,کلاته شیخان,0,,11,114,639,471
69038,کلاته شیخها,0,,11,144,525,455
69039,کلاته شیخی,0,,11,357,458,1879
69040,کلاته شیر,0,,11,323,504,348
69041,کلاته شیر,0,,11,357,645,492
69042,کلاته شیر/استخردراز,0,,10,234,246,2203
69043,کلاته شیرپایین,0,,10,234,246,2203
69044,کلاته شیرخان,0,,11,67,48,1621
69045,کلاته شیرخان,0,,15,397,949,2383
69046,کلاته شیرمحمد,0,,11,114,469,1212
69047,کلاته شیرو,0,,12,194,955,1158
69048,کلاته شیرون,0,,11,63,971,319
69049,کلاته شیرین,0,,11,144,525,455
69050,کلاته شیطان بالا,0,,11,63,971,319
69051,کلاته شیطان پایین,0,,11,63,971,319
69052,کلاته صاحبداد,0,,11,236,570,514
69053,کلاته صادق,0,,11,228,277,960
69054,کلاته صادق نژاد,0,,11,323,504,348
69055,کلاته صالح,0,,11,323,644,472
69056,کلاته صالح,0,,11,357,458,1879
69057,کلاته صالح,0,,15,397,949,1746
69058,کلاته صالحی,0,,15,397,949,2383
69059,کلاته صدر,0,,11,169,977,1647
69060,کلاته صدوقی,0,,11,323,504,342
69061,کلاته صدوقی,0,,11,419,341,345
69062,کلاته صدیقی,0,,11,323,504,348
69063,کلاته صفدراباد,0,,12,288,222,600
69064,کلاته صمد,0,,10,232,14,2318
69065,کلاته صمدخان /کلاته صمد/,0,,11,275,172,663
69066,کلاته صمدیه,0,,10,280,776,531
69067,کلاته صنم,0,,11,113,116,2129
69068,کلاته صوفی,0,,11,113,1034,298
69069,کلاته صوفی زاده,0,,12,371,561,1608
69070,کلاته طالب آباد,0,,15,260,109,444
69071,کلاته عابد,0,,11,419,1019,1709
69072,کلاته عابدی,0,,10,234,773,1714
69073,کلاته عاشقان,0,,11,318,643,1462
69074,کلاته عاقل اباد,0,,10,293,33,353
69075,کلاته عامر,0,,11,357,458,1879
69076,کلاته عباس,0,,11,419,300,102
69077,کلاته عباس,0,,11,298,453,1858
69078,کلاته عباس,0,,15,260,707,1653
69079,کلاته عباس,0,,10,97,771,294
69080,کلاته عباس آباد,0,,15,172,47,1872
69081,کلاته عباس اباد,0,,11,383,17,544
69082,کلاته عباس اباد/کلاته حاج محمد صادق,0,,11,419,300,131
69083,کلاته عباس تقایی,0,,11,114,469,1212
69084,کلاته عباس جوینی,0,,12,371,349,1779
69085,کلاته عباس صادق,0,,11,228,383,464
69086,کلاته عباسقلی,0,,15,397,949,2383
69087,کلاته عباسی,0,,10,74,24,105
69088,کلاته عبد الصمد/کلاته حاجی اخوند/,0,,11,113,100,2548
69089,کلاته عبدالرحمن/ عبدالرحمن /,0,,10,308,774,1777
69090,کلاته عبدالله,0,,15,397,949,1746
69091,کلاته عبدالوهاب,0,,11,174,641,567
69092,کلاته عبدالوهاب,0,,11,419,300,1267
69093,کلاته عبداله,0,,11,323,644,472
69094,کلاته عبدل,0,,11,383,274,473
69095,کلاته عبدل,0,,11,99,411,1652
69096,کلاته عبدل,0,,15,397,949,1746
69097,کلاته عجلانی,0,,11,114,73,317
69098,کلاته عرب,0,,10,168,168,654
69099,کلاته عرب,0,,11,132,975,299
69100,کلاته عرب,1,5478,11,132,415,1282
69101,کلاته عرب,0,,10,293,33,353
69102,کلاته عرب اباد,0,,11,144,525,455
69103,کلاته عرب بیک/ کلاته هوشمند,0,,11,67,652,2036
69104,کلاته عربشاهی,0,,11,228,277,960
69105,کلاته عربها,0,,11,383,646,1881
69106,کلاته عزیز,0,,11,228,277,960
69107,کلاته عزیزاباد,0,,11,114,164,304
69108,کلاته عزیزاباد,0,,11,169,977,1440
69109,کلاته عزیزعلی پورا,0,,11,318,643,1462
69110,کلاته عسگراباد,0,,11,63,971,634
69111,کلاته عظیم/ کلاته نوبهار/,0,,11,318,643,1097
69112,کلاته علم,0,,11,158,655,1195
69113,کلاته علی,0,,11,383,646,2397
69114,کلاته علی اباد,0,,11,228,383,464
69115,کلاته علی اباد,0,,11,228,383,1183
69116,کلاته علی اباد,0,,11,357,458,1317
69117,کلاته علی اباد,0,,11,383,17,544
69118,کلاته علی اباد/کلات علیاباد/,0,,10,416,388,1676
